,0,1,2,3,4,5,6,7,8,9
50,0.355698,0.843554,0.851279,0.654785,0.486215,0.123462,0.846541,0.478982,0.958716,0.560032
51,0.29294,0.668287,0.765257,0.077249,0.372013,0.839392,0.164152,0.469213,0.771164,0.873705
52,0.029407,0.205144,0.734265,0.645315,0.099673,0.290552,0.121942,0.973866,0.450297,0.743375
53,0.725661,0.872594,0.459848,0.559877,0.803812,0.153508,0.707841,0.642115,0.03623,0.012607
54,0.64626,0.040261,0.954146,0.300021,0.646714,0.483614,0.984462,0.021156,0.666504,0.358618
55,0.423249,0.156796,0.096715,0.305699,0.603615,0.0426,0.849858,0.88572,0.9952,0.391117
56,0.422448,0.913308,0.451488,0.463837,0.382374,0.350122,0.463538,0.193537,0.395589,0.213863
57,0.70219,0.134011,0.759314,0.853812,0.468103,0.819916,0.723931,0.832346,0.515679,0.097875
58,0.382022,0.483558,0.317972,0.146833,0.778716,0.250173,0.984738,0.414078,0.468886,0.972739
59,0.408116,0.980087,0.640084,0.950994,0.155018,0.58075,0.307442,0.528319,0.613617,0.686939
60,0.325011,0.999892,0.552278,0.258563,0.152077,0.067687,0.462251,0.775755,0.812706,0.388544
61,0.58276,0.052201,0.143009,0.140158,0.944283,0.365708,0.869268,0.589968,0.632775,0.779241
62,0.920722,0.217716,0.253331,0.435146,0.226579,0.985126,0.78842,0.133684,0.342331,0.02281
63,0.830692,0.645724,0.420357,0.561467,0.060934,0.205851,0.801021,0.866529,0.516313,0.27774
64,0.811768,0.546017,0.909413,0.689276,0.390379,0.168436,0.223861,0.812999,0.283589,0.939772
65,0.955862,0.417073,0.610061,0.031058,0.758855,0.160696,0.946784,0.475468,0.638084,0.906627
66,0.828741,0.097419,0.14488,0.032036,0.766527,0.516901,0.235072,0.937954,0.075419,0.728186
67,0.15988,0.634638,0.985462,0.822331,0.542319,0.550068,0.725161,0.625118,0.009962,0.882597
68,0.103509,0.158826,0.003276,0.772141,0.094088,0.795606,0.553847,0.355528,0.647409,0.03005
69,0.099212,0.103941,0.197103,0.379099,0.577013,0.464136,0.06567,0.637629,0.883718,0.501577
70,0.466268,0.372008,0.081696,0.779266,0.742656,0.63107,0.405466,0.738467,0.382178,0.32975
71,0.218392,0.25824,0.857024,0.569658,0.40041,0.122014,0.909439,0.419327,0.131836,0.897078
72,0.912157,0.005453,0.732604,0.828928,0.429407,0.053706,0.560217,0.549117,0.330821,0.687761
73,0.315774,0.286862,0.046228,0.4744,0.180598,0.263349,0.147214,0.119318,0.312608,0.805286
74,0.245604,0.633544,0.713971,0.037509,0.755947,0.369578,0.546818,0.407095,0.902919,0.753347
75,0.610799,0.01537,0.32196,0.892724,0.982358,0.953564,0.356077,0.935006,0.594669,0.516204
76,0.928761,0.501723,0.110767,0.861906,0.982396,0.504905,0.574899,0.603427,0.980762,0.872443
77,0.806875,0.80529,0.118277,0.946094,0.245555,0.621539,0.866327,0.243477,0.250715,0.37624
78,0.835833,0.377436,0.726369,0.25273,0.6696,0.192596,0.122933,0.391547,0.340539,0.224154
79,0.469293,0.935135,0.04574,0.725268,0.884249,0.111805,0.145795,0.377738,0.165249,0.004382
80,0.801312,0.240165,0.677244,0.105385,0.459003,0.801176,0.425764,0.308758,0.094913,0.61993
81,0.327341,0.485705,0.438499,0.063894,0.77823,0.548771,0.105626,0.919011,0.271005,0.455228
82,0.27069,0.284442,0.354362,0.951555,0.111429,0.614111,0.704907,0.255588,0.983648,0.536578
83,0.68659,0.479703,0.364492,0.65798,0.226775,0.095186,0.428814,0.732062,0.614378,0.133164
84,0.066689,0.26902,0.758716,0.677693,0.56058,0.032098,0.30682,0.833424,0.380337,0.762803
85,0.175279,0.523218,0.429393,0.975052,0.499768,0.140101,0.541739,0.935245,0.285059,0.367131
86,0.070628,0.144526,0.228165,0.652218,0.1294,0.760398,0.922936,0.742055,0.939103,0.54851
87,0.014422,0.42712,0.69,0.676815,0.606098,0.083663,0.155949,0.247842,0.518055,0.663474
88,0.871474,0.68756,0.208133,0.973113,0.636017,0.747572,0.394486,0.991442,0.959448,0.24886
89,0.369292,0.692875,0.173653,0.828819,0.844213,0.422693,0.273071,0.448859,0.258072,0.811939
90,0.654776,0.13998,0.371042,0.811269,0.690511,0.183708,0.116741,0.696245,0.556683,0.464245
91,0.487972,0.28536,0.581049,0.272966,0.122045,0.183458,0.869663,0.877305,0.18188,0.888321
92,0.001463,0.27788,0.613706,0.939393,0.584041,0.46323,0.834585,0.012325,0.252731,0.366966
93,0.072613,0.869715,0.751692,0.577998,0.105211,0.821441,0.035308,0.667134,0.054402,0.516594
94,0.625722,0.954454,0.341183,0.936249,0.719119,0.547627,0.939779,0.432936,0.354073,0.868329
95,0.803351,0.516342,0.19516,0.079512,0.205652,0.00208,0.600953,0.256632,0.692737,0.432125
96,0.094414,0.337107,0.148165,0.773877,0.958254,0.076628,0.65291,0.646361,0.316661,0.858501
97,0.019845,0.694758,0.817727,0.898083,0.237774,0.708261,0.286254,0.212974,0.787639,0.810422
98,0.233619,0.791538,0.332891,0.187422,0.262539,0.340362,0.55801,0.861998,0.386657,0.359773
99,0.995096,0.074695,0.109793,0.977,0.890454,0.518378,0.253011,0.80304,0.817971,0.996818
100,0.687531,0.466686,0.956914,0.984073,0.98736,0.118259,0.867875,0.053894,0.282891,0.353075
101,0.222793,0.256629,0.898052,0.118077,0.78523,0.369718,0.836505,0.233214,0.030317,0.196062
102,0.282558,0.755107,0.326358,0.744096,0.049753,0.265031,0.040566,0.951068,0.920978,0.852258
103,0.574229,0.748244,0.837288,0.5114,0.808571,0.511017,0.439662,0.630155,0.438889,0.353113
104,0.65877,0.172304,0.894572,0.502164,0.180947,0.051849,0.890571,0.636429,0.556603,0.819577
105,0.982807,0.701657,0.968282,0.054151,0.442716,0.512649,0.704348,0.713219,0.432645,0.118341
106,0.805213,0.000794,0.331355,0.835475,0.648355,0.023141,0.628844,0.524772,0.793689,0.738147
107,0.676943,0.180353,0.769465,0.501025,0.784375,0.638357,0.623457,0.91216,0.302527,0.666767
108,0.964728,0.554564,0.015144,0.799247,0.309422,0.861732,0.448031,0.256859,0.71561,0.243801
109,0.056295,0.863272,0.494945,0.093726,0.080974,0.916793,0.074952,0.836887,0.644929,0.369771
110,0.159656,0.391431,0.380966,0.075892,0.464471,0.546582,0.787913,0.996187,0.939445,0.149288
111,0.221538,0.861648,0.843722,0.302348,0.057102,0.965268,0.476806,0.881683,0.053369,0.450795
112,0.517865,0.764369,0.490152,0.904165,0.585851,0.087908,0.314287,0.65538,0.909573,0.908805
113,0.431523,0.450565,0.341386,0.988071,0.340861,0.656937,0.289682,0.133365,0.025622,0.387964
114,0.838675,0.5657,0.912146,0.20603,0.212394,0.970056,0.905538,0.208898,0.6677,0.770494
115,0.391511,0.837112,0.993141,0.869624,0.74941,0.160508,0.044943,0.815388,0.113562,0.730964
116,0.490738,0.123748,0.539872,0.12316,0.540479,0.24382,0.75739,0.142291,0.236005,0.708088
117,0.597689,0.194055,0.920584,0.870928,0.251511,0.106561,0.034423,0.673314,0.144106,0.806929
118,0.296436,0.163257,0.158971,0.739765,0.313429,0.376011,0.666046,0.267834,0.030529,0.661642
119,0.335562,0.385987,0.832631,0.034405,0.182952,0.129647,0.425212,0.37115,0.664336,0.372922
120,0.431624,0.844722,0.466017,0.970463,0.209454,0.505288,0.15719,0.212841,0.45176,0.271439
121,0.303258,0.380439,0.088639,0.913241,0.711026,0.403726,0.066297,0.908041,0.010527,0.533129
122,0.154914,0.513746,0.086203,0.174716,0.845255,0.9279,0.411776,0.80681,0.501947,0.75154
123,0.87617,0.916307,0.587408,0.761805,0.154476,0.379608,0.160086,0.498852,0.92601,0.206779
124,0.584961,0.074242,0.757125,0.469899,0.542887,0.94366,0.665018,0.769955,0.253064,0.455961
125,0.610877,0.683006,0.171774,0.554301,0.251732,0.442839,0.616426,0.711497,0.910886,0.809438
126,0.187847,0.233198,0.891837,0.086486,0.054565,0.243355,0.131516,0.297117,0.399931,0.240564
127,0.420582,0.124912,0.845519,0.467767,0.040049,0.045515,0.462854,0.986687,0.660947,0.562983
128,0.715659,0.773969,0.248805,0.140686,0.360597,0.742278,0.534462,0.288912,0.422866,0.882906
129,0.09429,0.978459,0.622987,0.010553,0.548976,0.26761,0.459484,0.055797,0.696885,0.75833
130,0.201436,0.524588,0.456257,0.304559,0.913879,0.031718,0.009758,0.510383,0.921484,0.854709
131,0.598086,0.348722,0.912227,0.032553,0.937675,0.67489,0.515054,0.061314,0.231835,0.704519
132,0.945217,0.691868,0.403468,0.769485,0.966484,0.380645,0.153829,0.633631,0.857169,0.326018
133,0.572541,0.445769,0.427003,0.303417,0.8774,0.953634,0.589777,0.126067,0.975057,0.03428
134,0.126168,0.606192,0.784126,0.855251,0.383985,0.516505,0.406081,0.326476,0.097651,0.835336
135,0.920419,0.522144,0.931549,0.305443,0.097457,0.500776,0.953779,0.22647,0.822774,0.371689
136,0.744015,0.003094,0.34381,0.155227,0.005942,0.048566,0.26332,0.260359,0.478146,0.251833
137,0.442494,0.662192,0.132898,0.431856,0.144539,0.977091,0.414734,0.673164,0.573065,0.571867
138,0.454136,0.962665,0.912874,0.197507,0.788845,0.369724,0.927221,0.420332,0.661795,0.337137
139,0.433775,0.227817,0.499258,0.243273,0.525827,0.852481,0.137211,0.071718,0.985193,0.40177
140,0.757857,0.124846,0.319961,0.459523,0.578066,0.491745,0.944783,0.58378,0.340433,0.214425
141,0.264922,0.148368,0.552532,0.657022,0.03681,0.427033,0.336346,0.755989,0.182169,0.48342
142,0.95608,0.706414,0.668708,0.32065,0.10223,0.67118,0.82389,0.954423,0.234255,0.579256
143,0.713276,0.825108,0.975522,0.200396,0.425529,0.414036,0.243424,0.052562,0.429957,0.830925
144,0.138263,0.702416,0.243037,0.788301,0.521145,0.005031,0.976215,0.47144,0.735665,0.032748
145,0.074913,0.689094,0.096182,0.868695,0.181987,0.340112,0.424104,0.250869,0.023739,0.066527
146,0.526745,0.514065,0.162396,0.325296,0.727973,0.939482,0.684953,0.182328,0.648444,0.520086
147,0.158972,0.305114,0.020635,0.624213,0.836005,0.122909,0.550898,0.684955,0.244934,0.472704
148,0.96616,0.698017,0.123113,0.806825,0.047892,0.53508,0.285715,0.740558,0.801373,0.127794
149,0.72402,0.921463,0.761038,0.51375,0.588955,0.337064,0.235426,0.92059,0.535585,0.76597
150,0.977035,0.51866,0.031992,0.504624,0.188348,0.863063,0.473878,0.025743,0.023489,0.439814
151,0.268301,0.339379,0.066382,0.021756,0.460581,0.747621,0.015939,0.256469,0.857084,0.569779
152,0.585569,0.100186,0.198478,0.969557,0.580662,0.308231,0.669755,0.914757,0.737542,0.799749
153,0.381127,0.235035,0.498794,0.295726,0.28841,0.85378,0.080449,0.994671,0.360805,0.891866
154,0.724473,0.204607,0.127319,0.949818,0.097496,0.498992,0.671518,0.42675,0.030911,0.872824
155,0.274995,0.509997,0.149699,0.963545,0.161699,0.151578,0.360544,0.977688,0.417017,0.214906
156,0.585287,0.327074,0.438879,0.314875,0.442643,0.221815,0.176125,0.400202,0.889711,0.342648
157,0.206472,0.354579,0.115359,0.07611,0.268649,0.268161,0.737061,0.537756,0.440556,0.493565
158,0.150347,0.805717,0.422201,0.483002,0.343086,0.169505,0.057015,0.00543,0.251143,0.885903
159,0.769602,0.047386,0.280963,0.987634,0.789877,0.770942,0.055648,0.38954,0.039054,0.54668
160,0.633179,0.4999,0.416492,0.414158,0.876236,0.211649,0.938709,0.533337,0.390991,0.005982
161,0.623255,0.841156,0.884096,0.399543,0.909779,0.857431,0.609835,0.866929,0.9758,0.029495
162,0.822192,0.905014,0.41392,0.640787,0.868454,0.736245,0.894376,0.955834,0.070938,0.146809
163,0.512052,0.912513,0.282972,0.570052,0.772358,0.212451,0.812242,0.41035,0.855817,0.033017
164,0.559691,0.026612,0.622283,0.452474,0.486658,0.246162,0.04719,0.349184,0.28571,0.74852
165,0.357408,0.042959,0.844906,0.084552,0.747468,0.572218,0.536764,0.202762,0.784282,0.501607
166,0.216983,0.478672,0.753494,0.011377,0.736244,0.753423,0.156693,0.991682,0.092579,0.934174
167,0.71472,0.073758,0.65209,0.579596,0.296314,0.753482,0.152975,0.658964,0.089358,0.116645
168,0.976638,0.364129,0.4772,0.454732,0.654816,0.016003,0.65559,0.167309,0.600337,0.832777
169,0.77228,0.470778,0.122754,0.409761,0.500658,0.336044,0.318863,0.190754,0.593125,0.342336
170,0.018242,0.610033,0.962001,0.987091,0.900523,0.837602,0.177386,0.410015,0.716354,0.891262
171,0.952155,0.574004,0.895215,0.835768,0.10309,0.296288,0.680089,0.807035,0.1149,0.63838
172,0.313169,0.120633,0.845886,0.374862,0.509193,0.717209,0.150555,0.281812,0.680222,0.786813
173,0.62796,0.080803,0.800305,0.111058,0.399711,0.831771,0.015756,0.591142,0.914347,0.568868
174,0.393658,0.014399,0.936918,0.770839,0.540248,0.244167,0.864406,0.127383,0.032731,0.110468
175,0.820479,0.579532,0.247735,0.226041,0.073402,0.518893,0.201582,0.431712,0.626621,0.538496
176,0.727402,0.677616,0.824939,0.594278,0.805962,0.775582,0.851819,0.085478,0.933501,0.561244
177,0.087854,0.280963,0.658809,0.765731,0.047845,0.306123,0.163896,0.622385,0.843145,0.266473
178,0.394141,0.842602,0.018226,0.011727,0.954435,0.427945,0.705114,0.360779,0.945188,0.135445
179,0.9101,0.089849,0.730736,0.466729,0.777283,0.590028,0.82935,0.920314,0.910647,0.410991
180,0.756363,0.547097,0.454098,0.102007,0.385005,0.20994,0.697588,0.962687,0.778241,0.500801
181,0.923053,0.607634,0.359188,0.425023,0.409149,0.351057,0.82107,0.136487,0.210377,0.177436
182,0.839993,0.302656,0.306409,0.48851,0.406401,0.242096,0.267044,0.476002,0.031622,0.587554
183,0.035648,0.608609,0.188171,0.884343,0.032268,0.59373,0.599087,0.13202,0.916593,0.598064
184,0.251869,0.865071,0.292779,0.701217,0.174166,0.388764,0.411557,0.450438,0.52877,0.136505
185,0.972051,0.480531,0.587532,0.782018,0.347345,0.248841,0.215324,0.395153,0.635729,0.051061
186,0.865063,0.061968,0.832822,0.721864,0.10517,0.183434,0.407741,0.899968,0.91898,0.750667
187,0.418355,0.650733,0.875501,0.420362,0.967262,0.242567,0.723879,0.793558,0.050396,0.413916
188,0.121768,0.319785,0.686194,0.851316,0.05199,0.413503,0.893215,0.337632,0.045478,0.95499
189,0.352115,0.485357,0.973598,0.663051,0.391849,0.129175,0.306997,0.937925,0.654338,0.100518
190,0.325979,0.924693,0.209858,0.416841,0.464324,0.414161,0.209018,0.218165,0.94003,0.47476
191,0.963277,0.307407,0.998331,0.644199,0.218561,0.666642,0.193515,0.975638,0.005048,0.07907
192,0.798445,0.557291,0.066691,0.84219,0.2952,0.727585,0.394814,0.611845,0.609789,0.086387
193,0.574507,0.012058,0.074146,0.041875,0.479886,0.985839,0.687715,0.674413,0.949073,0.976673
194,0.151025,0.659087,0.761807,0.441163,0.610732,0.850884,0.522443,0.867481,0.298773,0.64229
195,0.322666,0.060637,0.19191,0.455398,0.890856,0.025538,0.945925,0.09059,0.116318,0.753905
196,0.133837,0.825028,0.845495,0.410198,0.291961,0.386875,0.081608,0.242763,0.901123,0.575198
197,0.074717,0.621875,0.452933,0.839999,0.638649,0.34072,0.975282,0.468025,0.81273,0.427269
198,0.296113,0.780953,0.351233,0.743299,0.9354,0.489053,0.105306,0.553712,0.645665,0.952677
199,0.025746,0.850064,0.61446,0.066803,0.740053,0.847933,0.297826,0.189696,0.693676,0.913579
200,0.84125,0.936994,0.167391,0.257132,0.461571,0.79751,0.943391,0.608702,0.849295,0.808475
201,0.87614,0.866235,0.974806,0.482467,0.595348,0.405502,0.552907,0.676651,0.401452,0.992511
202,0.648138,0.41676,0.706184,0.525878,0.815098,0.843463,0.130454,0.435349,0.831283,0.516347
203,0.276749,0.91545,0.932602,0.492379,0.071167,0.82111,0.817,0.180045,0.78659,0.918702
204,0.56232,0.191507,0.049583,0.337499,0.615591,0.174503,0.798377,0.605099,0.947664,0.086702
205,0.861451,0.259294,0.551372,0.01869,0.378616,0.668453,0.574085,0.089696,0.126187,0.895726
206,0.322345,0.059087,0.71567,0.195207,0.375496,0.820365,0.924763,0.397886,0.132413,0.194459
207,0.003039,0.398413,0.413211,0.381074,0.153334,0.871901,0.40513,0.978365,0.999487,0.65431
208,0.118246,0.862352,0.06639,0.608025,0.756277,0.458249,0.855223,0.664738,0.69853,0.231108
209,0.401923,0.013608,0.928631,0.075712,0.732148,0.580298,0.919687,0.048337,0.964191,0.255485
210,0.111418,0.183337,0.128048,0.246142,0.114113,0.763269,0.985502,0.545596,0.905687,0.366329
211,0.72831,0.065432,0.746534,0.785016,0.541801,0.650853,0.157277,0.725875,0.546954,0.467836
212,0.683005,0.026787,0.220123,0.472504,0.279076,0.719375,0.597545,0.319052,0.452895,0.334624
213,0.63047,0.529433,0.606572,0.958279,0.333954,0.458378,0.409697,0.942217,0.652298,0.623552
214,0.485725,0.533103,0.441572,0.183498,0.472642,0.789527,0.783399,0.529628,0.167316,0.061176
215,0.211147,0.764503,0.599278,0.014282,0.003125,0.562983,0.004738,0.089154,0.965294,0.41361
216,0.897479,0.957108,0.640303,0.45188,0.418974,0.104264,0.909734,0.651679,0.509726,0.329709
217,0.73588,0.194268,0.713491,0.555712,0.564753,0.414764,0.42642,0.24085,0.749132,0.973285
218,0.43474,0.405297,0.680422,0.081437,0.057503,0.718485,0.512474,0.976811,0.633657,0.503593
219,0.404787,0.643122,0.245482,0.993229,0.616155,0.296885,0.209902,0.659416,0.355449,0.031776
220,0.265928,0.19363,0.282338,0.037116,0.346964,0.882774,0.229632,0.520272,0.341315,0.912538
221,0.412778,0.049147,0.172618,0.764947,0.193215,0.341521,0.112051,0.237067,0.678048,0.351336
222,0.262863,0.984952,0.189543,0.601958,0.464487,0.365022,0.691812,0.527637,0.451723,0.548748
223,0.009793,0.427135,0.829599,0.403479,0.892567,0.054728,0.129839,0.026323,0.784018,0.790354
224,0.375098,0.671913,0.960578,0.155881,0.941328,0.536252,0.032776,0.822626,0.442828,0.913815
225,0.590563,0.06531,0.490178,0.470207,0.502697,0.163671,0.82799,0.633122,0.963279,0.823085
226,0.637091,0.995628,0.706541,0.184413,0.048336,0.41896,0.353487,0.665591,0.976549,0.755802
227,0.236024,0.055263,0.011019,0.682115,0.655756,0.723494,0.152198,0.952654,0.365139,0.763427
228,0.507764,0.455436,0.937049,0.529016,0.989246,0.384478,0.634345,0.008267,0.216603,0.055908
229,0.019692,0.322934,0.913879,0.84877,0.56569,0.340505,0.222803,0.131678,0.536168,0.41009
230,0.791887,0.873074,0.499702,0.912561,0.632316,0.659566,0.680775,0.07116,0.258174,0.42597
231,0.194091,0.33733,0.251523,0.984172,0.051054,0.924988,0.603057,0.76254,0.903477,0.20547
232,0.08642,0.712011,0.764333,0.060745,0.865578,0.18587,0.336599,0.387406,0.004586,0.314943
233,0.907043,0.470335,0.669891,0.181657,0.519476,0.701592,0.422984,0.043935,0.14671,0.968077
234,0.375875,0.432902,0.969447,0.886252,0.982344,0.329804,0.968308,0.2665,0.094514,0.588925
235,0.762303,0.3663,0.645779,0.298214,0.569157,0.075804,0.178758,0.756838,0.885761,0.940178
236,0.740733,0.023991,0.524314,0.460256,0.917365,0.008689,0.671287,0.194389,0.102559,0.757056
237,0.206911,0.66185,0.18258,0.601881,0.056719,0.52751,0.339631,0.522556,0.864258,0.459949
238,0.511045,0.676328,0.661513,0.478263,0.319288,0.329573,0.295318,0.556329,0.28127,0.485526
239,0.842247,0.18476,0.044958,0.006475,0.202436,0.423313,0.515048,0.16486,0.439087,0.99434
240,0.903191,0.087158,0.861405,0.495319,0.660272,0.678884,0.124778,0.362423,0.176128,0.612785
241,0.01023,0.133856,0.882317,0.124392,0.1067,0.746794,0.926606,0.034152,0.92781,0.918283
242,0.970415,0.223122,0.976869,0.61458,0.498837,0.604028,0.353623,0.06026,0.741105,0.531007
243,0.396894,0.169949,0.907785,0.791154,0.406863,0.95465,0.256585,0.20986,0.706758,0.257635
244,0.234618,0.208724,0.419834,0.602691,0.972238,0.070212,0.109488,0.624438,0.604443,0.125491
245,0.873141,0.625728,0.350638,0.297531,0.18448,0.122141,0.449911,0.146732,0.690505,0.997984
246,0.371484,0.837674,0.299459,0.230595,0.592218,0.103595,0.37853,0.526713,0.390815,0.765513
247,0.636733,0.282432,0.130402,0.072592,0.883559,0.526077,0.700807,0.87036,0.650279,0.61277
248,0.248245,0.655513,0.595513,0.266221,0.150894,0.688472,0.249882,0.771137,0.505456,0.098193
249,0.168888,0.891978,0.842556,0.760401,0.546772,0.356623,0.152651,0.650418,0.309893,0.66523
250,0.307055,0.284677,0.18981,0.645828,0.577716,0.619052,0.239039,0.30862,0.191589,0.648095
251,0.095806,0.077706,0.159993,0.06466,0.135782,0.359068,0.984072,0.127109,0.481599,0.925477
252,0.404895,0.024215,0.814,0.787642,0.458411,0.472625,0.98775,0.480674,0.218306,0.31335
253,0.518283,0.379024,0.115987,0.520431,0.832203,0.172658,0.677156,0.99808,0.057635,0.843569
254,0.024444,0.902843,0.105171,0.508342,0.506565,0.696822,0.750809,0.942307,0.144022,0.988994
255,0.070168,0.120677,0.287092,0.703569,0.11761,0.32084,0.832978,0.50219,0.847642,0.14972
256,0.519237,0.063307,0.329209,0.793083,0.644749,0.949377,0.996619,0.180717,0.189615,0.970789
257,0.409819,0.657261,0.298288,0.644753,0.147489,0.050802,0.511601,0.159322,0.886036,0.646501
258,0.434579,0.09853,0.228628,0.27718,0.072776,0.492646,0.8844,0.021828,0.920993,0.075597
259,0.289382,0.585798,0.578278,0.939309,0.221234,0.238533,0.510279,0.270718,0.685988,0.900506
260,0.853743,0.189014,0.315217,0.00966,0.324883,0.334426,0.780696,0.637017,0.051719,0.069415
261,0.784408,0.876091,0.008694,0.046392,0.03074,0.941904,0.177347,0.817681,0.27328,0.056346
262,0.665679,0.552292,0.662513,0.178595,0.575981,0.595235,0.781105,0.840242,0.007053,0.971463
263,0.289206,0.881386,0.333583,0.095675,0.464679,0.156242,0.939558,0.765542,0.18879,0.155544
264,0.074542,0.748579,0.566007,0.25763,0.204456,0.108888,0.428185,0.616182,0.479295,0.818783
265,0.27286,0.038951,0.316832,0.30736,0.127515,0.195961,0.287962,0.933414,0.053953,0.953145
266,0.108931,0.304093,0.721486,0.093281,0.112385,0.301594,0.170537,0.690065,0.9753,0.433941
267,0.85787,0.818347,0.004448,0.15063,0.518956,0.252756,0.684566,0.492627,0.002407,0.437092
