,0
1231,1
1232,2
1233,1
1234,2
1235,0
1236,2
1237,0
1238,2
1239,2
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,2
1248,0
1249,2
1250,0
1251,1
1252,1
1253,0
1254,1
1255,0
1256,1
1257,2
1258,2
1259,0
1260,1
1261,2
1262,1
1263,1
1264,0
1265,2
1266,2
1267,1
1268,0
1269,0
1270,2
1271,0
1272,0
1273,2
1274,0
1275,2
1276,2
1277,0
1278,1
1279,2
1280,0
1281,0
1282,2
1283,2
1284,0
1285,0
1286,1
1287,1
1288,1
1289,0
1290,2
1291,0
1292,0
1293,2
1294,2
1295,0
1296,2
1297,1
1298,1
1299,2
1300,0
1301,0
1302,2
1303,0
1304,0
1305,0
1306,0
1307,0
1308,1
1309,2
1310,1
1311,2
1312,2
1313,0
1314,1
1315,0
1316,2
1317,0
1318,2
1319,2
1320,2
1321,0
1322,0
1323,0
1324,0
1325,1
1326,0
1327,0
1328,0
1329,2
1330,2
1331,1
1332,0
1333,2
1334,0
1335,1
1336,2
1337,1
1338,0
1339,0
1340,2
1341,0
1342,1
1343,1
1344,1
1345,1
1346,2
1347,0
1348,1
1349,2
1350,0
1351,2
1352,1
1353,1
1354,0
1355,2
1356,0
1357,1
1358,2
1359,0
1360,0
1361,2
1362,1
1363,2
1364,0
1365,2
1366,1
1367,1
1368,2
1369,0
1370,0
1371,0
1372,1
1373,1
1374,1
1375,1
1376,2
1377,0
1378,1
1379,0
1380,1
1381,2
1382,2
1383,2
1384,2
1385,0
1386,0
1387,1
1388,0
1389,1
1390,0
1391,0
1392,1
1393,2
1394,0
1395,2
1396,0
1397,2
1398,1
1399,0
1400,2
1401,1
1402,2
1403,1
1404,0
1405,0
1406,0
1407,2
1408,2
1409,0
1410,2
1411,2
1412,1
1413,0
1414,0
1415,2
1416,0
1417,2
1418,1
1419,1
1420,2
1421,2
1422,2
1423,1
1424,2
1425,0
1426,2
1427,2
1428,2
1429,2
1430,1
1431,0
1432,2
1433,1
1434,2
1435,2
1436,0
1437,0
1438,0
1439,0
1440,2
1441,1
1442,0
1443,1
1444,2
1445,2
1446,1
1447,1
1448,0
1449,2
1450,2
1451,0
1452,0
1453,1
1454,0
1455,0
1456,2
1457,0
1458,1
1459,1
1460,0
1461,2
1462,0
1463,2
1464,0
1465,1
1466,1
1467,2
1468,1
1469,1
1470,1
1471,1
1472,1
1473,0
1474,0
1475,1
1476,0
1477,0
1478,1
1479,0
1480,0
1481,1
1482,0
1483,0
1484,2
1485,1
1486,2
1487,1
1488,0
1489,1
1490,0
1491,2
1492,1
1493,0
1494,0
1495,2
1496,0
1497,0
1498,0
1499,0
1500,0
1501,2
1502,1
1503,1
1504,0
1505,2
1506,2
1507,1
1508,1
1509,1
1510,1
1511,0
1512,2
1513,0
1514,2
1515,2
1516,1
1517,1
1518,0
1519,2
1520,2
1521,0
1522,2
1523,2
1524,2
1525,1
1526,2
1527,0
1528,2
1529,0
1530,0
1531,0
1532,0
1533,1
1534,1
1535,1
1536,2
1537,0
1538,0
1539,1
1540,0
1541,1
1542,0
1543,1
1544,0
1545,0
1546,0
1547,0
1548,0
1549,2
1550,0
1551,0
1552,0
1553,2
1554,2
1555,1
1556,1
1557,1
1558,1
1559,2
1560,0
1561,2
1562,0
1563,2
1564,1
1565,0
1566,2
1567,2
1568,2
1569,0
1570,0
1571,2
1572,1
1573,0
1574,1
1575,1
1576,1
1577,2
1578,2
1579,0
1580,0
1581,2
1582,0
1583,2
1584,1
1585,1
1586,0
1587,1
1588,2
1589,2
1590,0
1591,0
1592,0
1593,0
1594,1
1595,1
1596,1
1597,1
1598,0
1599,1
1600,0
1601,1
1602,1
1603,0
1604,2
1605,0
1606,0
1607,2
1608,0
1609,0
1610,1
1611,1
1612,0
1613,2
1614,2
1615,2
1616,1
1617,2
1618,1
1619,0
1620,0
1621,0
1622,1
1623,0
1624,2
1625,2
1626,1
1627,1
1628,2
1629,1
1630,0
1631,2
1632,0
1633,0
1634,2
1635,0
1636,1
1637,0
1638,0
1639,0
1640,2
1641,2
1642,0
1643,1
1644,0
1645,2
1646,0
1647,0
1648,2
1649,1
1650,1
1651,0
1652,2
1653,1
1654,0
1655,0
1656,0
1657,0
1658,2
1659,1
1660,1
1661,2
1662,0
1663,2
1664,0
1665,1
1666,0
1667,1
1668,1
1669,1
1670,2
1671,1
1672,2
1673,0
1674,0
1675,0
1676,1
1677,1
1678,0
1679,2
1680,0
1681,0
1682,0
1683,2
1684,0
1685,0
1686,0
1687,1
1688,0
1689,2
1690,2
1691,1
1692,1
1693,0
1694,2
1695,2
1696,1
1697,2
1698,0
1699,2
1700,1
1701,2
1702,2
1703,2
1704,1
1705,2
1706,1
1707,2
1708,1
1709,1
1710,1
1711,2
1712,0
1713,0
1714,0
1715,2
1716,0
1717,0
1718,2
1719,0
1720,0
1721,0
1722,2
1723,1
1724,0
1725,2
1726,2
1727,1
1728,2
1729,1
1730,1
1731,2
1732,2
1733,0
1734,1
1735,0
1736,2
1737,1
1738,0
1739,2
1740,2
1741,2
1742,1
1743,1
1744,0
1745,0
1746,1
1747,0
1748,0
1749,1
1750,2
1751,0
1752,1
1753,1
1754,1
1755,0
1756,2
1757,2
1758,0
1759,2
1760,1
1761,2
1762,2
1763,2
1764,2
1765,0
1766,2
1767,2
1768,0
1769,0
1770,2
1771,0
1772,1
1773,0
1774,1
1775,1
1776,2
1777,0
1778,0
1779,2
1780,2
1781,2
1782,1
1783,1
1784,0
1785,2
1786,2
1787,2
1788,0
1789,0
1790,0
1791,1
1792,0
1793,1
1794,1
1795,0
1796,1
1797,2
1798,0
1799,0
1800,2
1801,1
1802,2
1803,0
1804,2
1805,0
1806,1
1807,0
1808,0
1809,1
1810,2
1811,0
1812,1
1813,0
1814,1
1815,1
1816,2
1817,0
1818,1
1819,2
1820,2
1821,0
1822,2
1823,1
1824,2
1825,2
1826,2
1827,2
1828,0
1829,2
1830,0
1831,2
1832,0
1833,1
1834,0
1835,1
1836,2
1837,2
1838,2
1839,1
1840,0
1841,1
1842,2
1843,2
1844,0
1845,0
1846,1
1847,1
1848,2
1849,1
1850,2
1851,2
1852,0
1853,1
1854,0
1855,1
1856,1
1857,0
1858,0
1859,0
1860,2
1861,0
1862,2
1863,1
1864,1
1865,1
1866,2
1867,2
1868,2
1869,1
1870,2
1871,2
1872,2
1873,0
1874,0
1875,1
1876,2
1877,1
1878,0
1879,0
1880,1
1881,2
1882,2
1883,2
1884,1
1885,1
1886,2
1887,0
1888,1
1889,2
1890,2
1891,2
1892,0
1893,2
1894,0
1895,0
1896,1
1897,0
1898,1
1899,0
1900,2
1901,0
1902,0
1903,0
1904,1
1905,1
1906,0
1907,0
1908,1
1909,2
1910,0
1911,0
1912,0
1913,2
1914,2
1915,2
1916,2
1917,0
1918,0
1919,2
1920,2
1921,1
1922,2
1923,1
1924,0
1925,0
1926,2
1927,1
1928,0
1929,1
1930,2
1931,2
1932,1
1933,2
1934,1
1935,2
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,1
1944,1
1945,2
1946,1
1947,0
1948,2
1949,0
1950,1
1951,0
1952,2
1953,0
1954,1
1955,2
1956,0
1957,2
1958,2
1959,1
1960,0
1961,0
1962,1
1963,0
1964,0
1965,0
1966,0
1967,0
1968,1
1969,0
1970,1
1971,2
1972,0
1973,2
1974,1
1975,2
1976,1
1977,2
1978,2
1979,0
1980,2
1981,2
1982,2
1983,0
1984,1
1985,1
1986,2
1987,0
1988,1
1989,1
1990,0
1991,2
1992,1
1993,1
1994,1
1995,2
1996,0
1997,0
1998,1
1999,2
2000,0
2001,1
2002,0
2003,2
2004,0
2005,0
2006,2
2007,0
2008,2
2009,2
2010,2
2011,2
2012,2
2013,0
2014,1
2015,0
2016,2
2017,0
2018,0
2019,1
2020,0
2021,0
2022,2
2023,1
2024,1
2025,2
2026,0
2027,0
2028,0
2029,1
2030,1
2031,2
2032,2
2033,1
2034,0
2035,1
2036,0
2037,0
2038,0
2039,2
2040,0
2041,0
2042,1
2043,0
2044,0
2045,0
2046,2
2047,0
2048,2
2049,1
2050,1
2051,0
2052,0
2053,1
2054,0
2055,0
2056,2
2057,0
2058,1
2059,0
2060,2
2061,1
2062,2
2063,0
2064,0
2065,1
2066,0
2067,1
2068,2
2069,1
2070,2
2071,2
2072,2
2073,2
2074,1
2075,0
2076,2
2077,2
2078,2
2079,2
2080,1
2081,0
2082,1
2083,2
2084,2
2085,0
2086,0
2087,0
2088,1
2089,1
2090,0
2091,2
2092,1
2093,1
2094,0
2095,1
2096,2
2097,2
2098,2
2099,0
2100,0
2101,2
2102,2
2103,1
2104,2
2105,2
2106,0
2107,0
2108,0
2109,0
2110,2
2111,2
2112,0
2113,0
2114,2
2115,0
2116,0
2117,0
2118,1
2119,1
2120,0
2121,2
2122,0
2123,2
2124,2
2125,0
2126,1
2127,0
2128,1
2129,1
2130,2
2131,0
2132,0
2133,1
2134,1
2135,1
2136,1
2137,2
2138,1
2139,1
2140,1
2141,2
2142,0
2143,0
2144,2
2145,1
2146,0
2147,1
2148,2
2149,2
2150,0
2151,2
2152,0
2153,1
2154,1
2155,0
2156,1
2157,0
2158,2
2159,1
2160,0
2161,0
2162,0
2163,2
2164,2
2165,0
2166,1
2167,0
2168,1
2169,1
2170,1
2171,0
2172,0
2173,0
2174,0
2175,1
2176,2
2177,0
2178,2
2179,2
2180,0
2181,2
2182,1
2183,2
2184,1
2185,2
2186,1
2187,2
2188,2
2189,2
2190,1
2191,1
2192,0
2193,0
2194,0
2195,1
2196,2
2197,0
2198,2
2199,1
2200,1
2201,2
2202,1
2203,1
2204,1
2205,0
2206,1
2207,1
2208,1
2209,1
2210,0
2211,2
2212,2
2213,1
2214,2
2215,1
2216,2
2217,2
2218,1
2219,0
2220,0
2221,0
2222,2
2223,2
2224,1
2225,2
2226,0
2227,1
2228,2
2229,2
2230,1
2231,0
2232,2
2233,0
2234,1
2235,1
2236,1
2237,0
2238,2
2239,2
2240,2
2241,0
2242,0
2243,2
2244,2
2245,0
2246,0
2247,1
2248,1
2249,1
2250,2
2251,0
2252,1
2253,0
2254,0
2255,0
2256,0
2257,2
2258,2
2259,2
2260,0
2261,2
2262,0
2263,2
2264,1
2265,0
2266,2
2267,2
2268,1
2269,0
2270,2
2271,1
2272,2
2273,0
2274,0
2275,1
2276,0
2277,0
2278,0
2279,1
2280,2
2281,1
2282,2
2283,0
2284,1
2285,2
2286,0
2287,0
2288,1
2289,2
2290,1
2291,1
2292,1
2293,0
2294,0
2295,0
2296,0
2297,2
2298,2
2299,0
2300,0
2301,0
2302,0
2303,0
2304,2
2305,1
2306,0
2307,0
2308,0
2309,0
2310,0
2311,2
2312,0
2313,0
2314,2
2315,1
2316,1
2317,0
2318,0
2319,1
2320,2
2321,2
2322,0
2323,2
2324,2
2325,0
2326,1
2327,1
2328,2
2329,1
2330,2
2331,1
2332,0
2333,0
2334,1
2335,2
2336,0
2337,1
2338,0
2339,1
2340,2
2341,1
2342,2
2343,0
2344,2
2345,0
2346,0
2347,0
2348,2
2349,2
2350,2
2351,1
2352,1
2353,0
2354,2
2355,1
2356,0
2357,1
2358,0
2359,0
2360,0
2361,2
2362,0
2363,0
2364,1
2365,0
2366,0
2367,2
2368,2
2369,0
2370,2
2371,2
2372,0
2373,0
2374,2
2375,2
2376,2
2377,2
2378,2
2379,1
2380,0
2381,1
2382,2
2383,1
2384,0
2385,2
2386,2
2387,1
2388,0
2389,0
2390,0
2391,2
2392,2
2393,1
2394,0
2395,2
2396,2
2397,0
2398,0
2399,1
2400,2
2401,2
2402,0
2403,1
2404,1
2405,0
2406,2
2407,2
2408,0
2409,0
2410,2
2411,1
2412,0
2413,1
2414,2
2415,0
2416,0
2417,1
2418,0
2419,0
2420,2
2421,1
2422,2
2423,1
2424,1
2425,2
2426,2
2427,1
2428,0
2429,0
2430,1
2431,1
2432,0
2433,0
2434,2
2435,2
2436,1
2437,0
2438,2
2439,0
2440,1
2441,0
2442,2
2443,2
2444,1
2445,0
2446,0
2447,1
2448,2
2449,0
2450,0
2451,2
2452,0
2453,2
2454,1
2455,2
2456,0
2457,0
2458,0
2459,0
2460,0
2461,0
2462,1
2463,0
2464,2
2465,0
2466,1
2467,2
2468,0
2469,1
2470,0
2471,1
2472,0
2473,1
2474,0
2475,1
2476,0
2477,0
2478,0
2479,2
2480,1
2481,0
2482,1
2483,0
2484,2
2485,2
2486,0
2487,0
2488,0
2489,1
2490,0
2491,2
2492,1
2493,1
2494,2
2495,2
2496,1
2497,0
2498,1
2499,1
2500,0
2501,2
2502,1
2503,2
2504,1
2505,2
2506,2
2507,0
2508,1
2509,0
2510,0
2511,0
2512,2
2513,2
2514,1
2515,1
2516,0
2517,2
2518,1
2519,0
2520,1
2521,2
2522,0
2523,2
2524,1
2525,1
2526,0
2527,1
2528,1
2529,0
2530,0
2531,0
2532,1
2533,2
2534,1
2535,2
2536,0
2537,2
2538,2
2539,0
2540,0
2541,1
2542,2
2543,2
2544,2
2545,1
2546,0
2547,2
2548,1
2549,2
2550,2
2551,1
2552,0
2553,2
2554,1
2555,0
2556,0
2557,1
2558,2
2559,1
2560,0
2561,2
2562,0
2563,1
2564,1
2565,0
2566,2
2567,0
2568,1
2569,2
2570,0
2571,0
2572,0
2573,0
2574,2
2575,0
2576,0
2577,1
2578,0
2579,0
2580,2
2581,1
2582,2
2583,0
2584,2
2585,2
2586,0
2587,0
2588,0
2589,1
2590,0
2591,0
2592,2
2593,1
2594,1
2595,1
2596,1
2597,2
2598,0
2599,0
2600,2
2601,2
2602,0
2603,2
2604,2
2605,2
2606,1
2607,2
2608,2
2609,2
2610,2
2611,2
2612,2
2613,0
2614,2
2615,0
2616,1
2617,0
2618,1
2619,1
2620,2
2621,2
2622,2
2623,2
2624,1
2625,0
2626,0
2627,1
2628,0
2629,2
2630,0
2631,0
2632,0
2633,0
2634,1
2635,1
2636,0
2637,0
2638,2
2639,0
2640,2
2641,0
2642,0
2643,0
2644,0
2645,1
2646,0
2647,0
2648,2
2649,2
2650,1
2651,2
2652,0
2653,1
2654,0
2655,2
2656,2
2657,0
2658,0
2659,0
2660,2
2661,2
2662,0
2663,1
2664,0
2665,1
2666,2
2667,1
2668,0
2669,1
2670,1
2671,2
2672,1
2673,1
2674,1
2675,0
2676,1
2677,0
2678,2
2679,2
2680,2
2681,0
2682,2
2683,1
2684,0
2685,0
2686,2
2687,0
2688,2
2689,0
2690,1
2691,2
2692,0
2693,1
2694,0
2695,2
2696,1
2697,0
2698,2
2699,2
2700,0
2701,2
2702,1
2703,0
2704,0
2705,0
2706,2
2707,0
2708,2
2709,2
2710,2
2711,0
2712,0
2713,1
2714,1
2715,1
2716,1
2717,2
2718,1
2719,1
2720,2
2721,0
2722,0
2723,2
2724,0
2725,2
2726,1
2727,1
2728,1
2729,2
2730,2
2731,2
2732,0
2733,0
2734,2
2735,0
2736,0
2737,2
2738,2
2739,2
2740,0
2741,2
2742,1
2743,0
2744,0
2745,0
2746,1
2747,1
2748,2
2749,1
2750,2
2751,2
2752,2
2753,0
2754,2
2755,0
2756,0
2757,0
2758,2
2759,1
2760,0
2761,0
2762,1
2763,2
2764,1
2765,0
2766,0
2767,2
2768,0
2769,1
2770,2
2771,2
2772,0
2773,1
2774,2
2775,1
2776,2
2777,2
2778,2
2779,2
2780,0
2781,2
2782,0
2783,2
2784,2
2785,2
2786,1
2787,1
2788,0
2789,2
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,2
2798,0
2799,1
2800,1
2801,0
2802,0
2803,0
2804,0
2805,2
2806,1
2807,0
2808,0
2809,0
2810,0
2811,1
2812,1
2813,2
2814,0
2815,1
2816,0
2817,0
2818,2
2819,2
2820,0
2821,2
2822,2
2823,2
2824,0
2825,0
2826,0
2827,2
2828,1
2829,2
2830,0
2831,0
2832,0
2833,1
2834,1
2835,0
2836,1
2837,1
2838,0
2839,1
2840,0
2841,0
2842,0
2843,0
2844,0
2845,2
2846,2
2847,1
2848,1
2849,1
2850,0
2851,1
2852,0
2853,1
2854,1
2855,0
2856,2
2857,0
2858,1
2859,2
2860,0
2861,0
2862,0
2863,2
2864,1
2865,2
2866,2
2867,2
2868,0
2869,0
2870,1
2871,1
2872,2
2873,0
2874,0
2875,2
2876,0
2877,1
2878,0
2879,1
2880,2
2881,0
2882,0
2883,1
2884,0
2885,0
2886,2
2887,0
2888,2
2889,0
2890,0
2891,0
2892,2
2893,2
2894,2
2895,2
2896,1
2897,2
2898,1
2899,2
2900,0
2901,2
2902,2
2903,1
2904,0
2905,0
2906,0
2907,1
2908,0
2909,1
2910,0
2911,1
2912,2
2913,2
2914,0
2915,1
2916,2
2917,0
2918,0
2919,1
2920,1
2921,2
2922,2
2923,0
2924,2
2925,2
2926,0
2927,2
2928,0
2929,1
2930,1
2931,2
2932,2
2933,0
2934,1
2935,1
2936,0
2937,2
2938,2
2939,2
2940,2
2941,1
2942,1
2943,2
2944,0
2945,2
2946,1
2947,1
2948,2
2949,0
2950,2
2951,1
2952,0
2953,0
2954,2
2955,0
2956,1
2957,1
2958,1
2959,2
2960,0
2961,1
2962,0
2963,0
2964,2
2965,0
2966,0
2967,0
2968,0
2969,0
2970,1
2971,1
2972,0
2973,2
2974,0
2975,0
2976,0
2977,2
2978,0
2979,2
2980,0
2981,0
2982,2
2983,0
2984,1
2985,0
2986,2
2987,1
2988,1
2989,0
2990,1
2991,0
2992,2
2993,2
2994,2
2995,0
2996,0
2997,1
